Name,Mean,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Copy,CDH
W23_AB10-I.22.DC1,0.0138165663456247,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.23.DC1,0.0112507052025553,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.24.DC1,0.0112453036868637,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.25.DC1,0.0102222447561687,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.26.DC1,0.0100391199974353,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.27.DC1,0.0124843470188272,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.28.DC1,0.0147045580456786,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.29.DC1,0.0146567256720842,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.3.DC1,0.0117452520965075,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.30.DC1,0.0119651478001698,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.31.DC1,0.0113758150522665,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.32.DC1,0.0112239982877975,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.33.DC1,0.014601678880022,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.34.DC1,0.0133960983854359,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.35.DC1,0.0104355862277462,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.36.DC1,0.0152862016768261,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.37.DC1,0.0160732466741897,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.38.DC1,0.0173925620239133,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.39.DC1,0.0116261968093949,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.4.DC1,0.00983433153052464,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.40.DC1,0.0122555592168326,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.41.DC1,0.0167464799065737,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.5.DC1,0.0124689482784006,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.6.DC1,0.0111067700119859,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.7.DC1,0.0124955254944422,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.8.DC1,0.0164476237714324,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-I.9.DC1,0.00882009613532506,Dawe_Lab_1,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.1.DC1,0.012935408781114,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.10.DC1,0.0117534934469373,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.11.DC1,0.0111909650935042,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.12.DC1,0.0149757808446785,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.13.DC1,0.0129958489223859,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.14.DC1,0.0107529853594349,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.15.DC1,0.00938011147284571,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.16.DC1,0.0125789312274859,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.17.DC1,0.0142084635005511,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.18.DC1,0.00932188838930532,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.19.DC1,0.011431842035417,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.2.DC1,0.00971699080313551,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.20.DC1,0.0100098271282235,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.21.DC1,0.0118782759948618,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.22.DC1,0.00952358892725703,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.23.DC1,0.00995159605801945,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.24.DC1,0.00992170398016805,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.25.DC1,0.0111903537484038,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.26.DC1,0.00821156404871075,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.27.DC1,0.0098520184101691,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.28.DC1,0.0112220602205118,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.29.DC1,0.0108736102729356,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.3.DC1,0.011352296496,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.30.DC1,0.0126280777985271,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.31.DC1,0.00994057070151715,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.32.DC1,0.0109847451527213,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.33.DC1,0.0136121361374711,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.34.DC1,0.0166543323831755,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.35.DC1,0.0147327178348711,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.36.DC1,0.00857145141736491,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.37.DC1,0.00918110115697771,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.4.DC1,0.0118147131458845,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.5.DC1,0.0150364200101021,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.6.DC1,0.011268949193199,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.7.DC1,0.0125917180756423,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.8.DC1,0.0132383048744003,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_AB10-II.9.DC1,0.0161140675349568,Dawe_Lab_1,NA,NA,Inbred,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.1.DC1,0.00974405633917334,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.1.DC2,0.00925144151902231,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.10.DC1,0.0144645800115397,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.11.DC1,0.0145753133806108,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.12.DC1,0.0146849579778825,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.13.DC1,0.0145160075728947,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.14.DC1,0.0110288091105239,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.15.DC1,0.0127055560523497,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.16.DC1,0.0141274182858593,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.2.DC1,0.0165789096483378,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.2.DC2,0.00937933266314359,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.3.DC1,0.00877628708440892,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.3.DC2,0.00930115224706236,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.4.DC1,0.0103694077993782,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.5.DC1,0.012182583299202,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.6.DC1,0.00850518275704957,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.7.DC1,0.0115244845665901,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.8.DC1,0.0136607038094339,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.9.DC1,0.00788089268835353,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
B542C_L289_B-Chrom.2.DC2,0.0390748492501879,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,BChr
B542C_L289_B-Chrom.3.DC2,0.0404339600910396,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,BChr
B542C_L289_B-Chrom.4.DC2,0.0398207938105726,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,BChr
NSL-2833_B-Chrom.3.DC2,0.0392319891044872,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,BChr
FFMM_B-Chrom.1.DC2,0.0654273316414718,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
FFMM_B-Chrom.2.DC2,0.062334021464512,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
FFMM_B-Chrom.3.DC2,0.0645084718630991,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
FFMM_B-Chrom.4.DC2,0.0605843609388029,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
NSL-2833_B-Chrom.1.DC2,0.0663300867759202,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
NSL-2843_B-Chrom.1.DC2,0.084514017067396,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
PI-490921_B-Chrom.1.DC2,0.132439520608289,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
PI-490921_B-Chrom.2.DC2,0.092748555596925,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
PI-490921_B-Chrom.3.DC2,0.119786753814885,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,BChr
